2023-09-20 15:31:15,725 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-09-20 15:31:15,760 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-09-20 15:31:15,761 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2023-09-20 15:31:15,762 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2023-09-20 15:31:15,803 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2023-09-20 15:31:15,804 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2023-09-20 15:31:15,994 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2023-09-20 17:45:17,048 INFO  SwAddin.cs: 328 - Part export called
2023-09-20 17:45:17,082 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 光学平台
2023-09-20 17:45:17,105 INFO  ExportHelperExtension.cs: 1142 - Found 72 in 光学平台
2023-09-20 17:45:17,106 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 光学平台
2023-09-20 17:45:17,106 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 光学平台
2023-09-20 17:45:17,107 INFO  ExportHelperExtension.cs: 1142 - Found 72 in 光学平台
2023-09-20 17:45:17,107 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 光学平台
2023-09-20 17:45:17,107 INFO  SwAddin.cs: 344 - Showing part
2023-09-20 17:45:41,453 INFO  SwAddin.cs: 328 - Part export called
2023-09-20 17:45:41,459 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 光学平台
2023-09-20 17:45:41,460 INFO  ExportHelperExtension.cs: 1142 - Found 72 in 光学平台
2023-09-20 17:45:41,460 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 光学平台
2023-09-20 17:45:41,460 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 光学平台
2023-09-20 17:45:41,461 INFO  ExportHelperExtension.cs: 1142 - Found 72 in 光学平台
2023-09-20 17:45:41,461 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 光学平台
2023-09-20 17:45:41,461 INFO  SwAddin.cs: 344 - Showing part
2023-09-20 17:50:30,001 INFO  SwAddin.cs: 328 - Part export called
2023-09-20 17:50:30,008 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base_table
2023-09-20 17:50:30,009 INFO  ExportHelperExtension.cs: 1142 - Found 72 in base_table
2023-09-20 17:50:30,009 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in base_table
2023-09-20 17:50:30,009 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from base_table
2023-09-20 17:50:30,010 INFO  ExportHelperExtension.cs: 1142 - Found 72 in base_table
2023-09-20 17:50:30,010 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in base_table
2023-09-20 17:50:30,011 INFO  SwAddin.cs: 344 - Showing part
2023-09-20 17:50:40,144 INFO  PackageXMLWriter.cs: 21 - Creating package.xml at C:\Users\duan'da'xia\base_table\manifest.xml
2023-09-20 17:50:40,150 INFO  ExportHelper.cs: 451 - Saving users preferences
2023-09-20 17:50:40,152 INFO  ExportHelper.cs: 465 - Setting STL preferences
2023-09-20 17:50:40,531 INFO  ExportHelper.cs: 479 - Returning STL preferences to user preferences
2023-09-20 17:51:22,644 INFO  SwAddin.cs: 328 - Part export called
2023-09-20 17:51:22,651 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base_table
2023-09-20 17:51:22,651 INFO  ExportHelperExtension.cs: 1142 - Found 72 in base_table
2023-09-20 17:51:22,652 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in base_table
2023-09-20 17:51:22,652 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from base_table
2023-09-20 17:51:22,652 INFO  ExportHelperExtension.cs: 1142 - Found 72 in base_table
2023-09-20 17:51:22,653 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in base_table
2023-09-20 17:51:22,653 INFO  SwAddin.cs: 344 - Showing part
2023-09-20 18:05:09,475 INFO  SwAddin.cs: 271 - Assembly export called for file base_table_test
2023-09-20 18:05:11,140 INFO  SwAddin.cs: 290 - Saving assembly
2023-09-20 18:05:11,237 INFO  SwAddin.cs: 293 - Opening property manager
2023-09-20 18:05:11,239 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base_table_test
2023-09-20 18:05:11,240 INFO  ExportHelperExtension.cs: 1142 - Found 27 in base_table_test
2023-09-20 18:05:11,241 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in base_table_test
2023-09-20 18:05:11,242 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2023-09-20 18:05:11,327 INFO  ExportHelperExtension.cs: 1167 - 2 components to check
2023-09-20 18:05:11,328 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base_table-1
2023-09-20 18:05:11,328 INFO  ExportHelperExtension.cs: 1142 - Found 71 in base_table-1
2023-09-20 18:05:11,329 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in base_table-1
2023-09-20 18:05:11,329 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ur5_base-1
2023-09-20 18:05:11,329 INFO  ExportHelperExtension.cs: 1142 - Found 26 in ur5_base-1
2023-09-20 18:05:11,330 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ur5_base-1
2023-09-20 18:05:11,330 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from base_table_test
2023-09-20 18:05:11,330 INFO  ExportHelperExtension.cs: 1142 - Found 27 in base_table_test
2023-09-20 18:05:11,331 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in base_table_test
2023-09-20 18:05:11,331 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2023-09-20 18:05:11,331 INFO  ExportHelperExtension.cs: 1167 - 2 components to check
2023-09-20 18:05:11,331 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from base_table-1
2023-09-20 18:05:11,332 INFO  ExportHelperExtension.cs: 1142 - Found 71 in base_table-1
2023-09-20 18:05:11,332 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in base_table-1
2023-09-20 18:05:11,332 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ur5_base-1
2023-09-20 18:05:11,333 INFO  ExportHelperExtension.cs: 1142 - Found 26 in ur5_base-1
